Nome Civil;Partido;Coligação;Situação;Votação;% Válidos;Alimentação do parlamentar;Aluguel de aeronaves;Aluguel de carros;Aluguel de embarcações;Assinatura de publicações;Combustíveis e lubrificantes;Consultorias, pesquisas e trabalhos técnicos;Cursos, palestras ou eventos;Divulgação de atividade parlamentar;Emissão de bilhete aéreo;Hospedagem fora do DF;Manutenção de escritório;Passagens aéreas;Passagens terrestres ou marítimas;Segurança particular;Serviços postais;Telefonia;Táxi, pedágio e estacionamento;Total CEAP;;ADMINISTRAÇÃO PÚBLICA;AGRICULTURA;ARTE E CULTURA;CIÊNCIA E TECNOLOGIA;COMUNICAÇÕES;COMÉRCIO EXTERIOR;DEFESA E SEGURANÇA NACIONAL;DESENVOLVIMENTO REGIONAL;DESENVOLVIMENTO URBANO E TRÂNSITO;DESPORTO E LAZER;DIREITO CIVIL E PROCESSUAL CIVIL;DIREITO CONSTITUCIONAL;DIREITO DO TRABALHO E PROCESSUAL DO TRABALHO;DIREITO E DEFESA DO CONSUMIDOR;DIREITO E JUSTIÇA;DIREITO PENAL E PROCESSUAL PENAL;DIREITOS HUMANOS;EDUCAÇÃO;FINANÇAS PÚBLICAS E ORÇAMENTO;HOMENAGENS E DATAS COMEMORATIVAS;INDÚSTRIA;INFORMÁTICA;MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL;ORGANIZAÇÃO ADMINISTRATIVA DO ESTADO;ORGANIZAÇÃO POLÍTICA;POLÍTICA ECONÔMICA;POLÍTICA FUNDIÁRIA;PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;PROCESSO LEGISLATIVO;RECURSOS HÍDRICOS;RELAÇÕES INTERNACIONAIS;SAÚDE;SEGURANÇA PÚBLICA;SISTEMA FINANCEIRO;TRABALHO E EMPREGO;TRIBUTAÇÃO;TURISMO;VIAÇÃO E TRANSPORTES;TOTAL PROPOSICAO;Profissao;Situacao na Legislatura Atual;Partido Atual;Nome para Urna;Numero;Sexo;Estado Civil;Ocupacao;Cor/Raça;Data Nasc.;Idade;Instrucao;Bens;UF;foto;Atuacao;Atuacao em meses
MARIA DA CONCEICAO SAMPAIO MOURA;PP;PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B;Eleito por QP;71878;4.33;40.03;0.00;0.00;0.00;0.00;1269.91;1222.85;0.00;5061.81;6408.71;15.68;2229.42;682.99;33.39;0.00;139.25;1219.70;0.00;18323.74;0.00;0.06;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.23;0.03;0.03;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.03;0.00;0.00;0.00;0.55;-;Em Exercício;PP;CONCEIÇÃO SAMPAIO;36.11;FEMININO;Casado(a);Deputado;Branca;01/01/1966;51;Superior incompleto;252000.0;AM;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/AM/foto/40000000082.jpg;1/2/2015 ...;31.07
PEDRO PINHEIRO CHAVES;PMDB;PMDB / DEM / SD / PC do B / PRTB / PTN / PPL;Eleito por QP;77925;2.57;117.13;2783.01;675.89;0.00;55.48;4765.80;0.00;0.00;2748.17;383.46;304.45;2290.71;654.97;0.00;0.00;1104.68;2241.43;14.03;18139.2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;Engenheiro Civil;Em Exercício;PMDB;PEDRO CHAVES;50.85;MASCULINO;Casado(a);Deputado;Branca;28/08/1958;59;Superior completo;572282.48;GO;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000611.jpg;1/2/2015 ...;31.07
LEOPOLDO COSTA MEYER;PSB;PSB;Eleito por média;59974;1.06;826.40;0.00;3269.13;0.00;75.56;1368.45;0.00;0.00;1816.70;5605.98;133.39;3047.43;35.27;0.00;99.18;190.49;1186.99;208.99;17863.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.10;Engenheiro Civil;Em Exercício;PSB;LEOPOLDO MEYER;130.99;MASCULINO;Casado(a);Deputado;Branca;29/11/1949;68;Superior completo;11009212.61;PR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000608.jpg;1/2/2015 ...;31.07
JOSE ALBERTO FOGACA DE MEDEIROS;PMDB;PMDB;Suplente;103006;1.73;0.00;0.00;51.78;0.00;26.98;1478.57;0.00;0.00;0.00;9862.57;0.00;4233.73;928.91;0.00;0.00;223.94;471.13;4.82;17282.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;-;Em Exercício;PMDB;JOSÉ FOGAÇA;49.23;MASCULINO;Casado(a);Professor de Ensino Superior;Branca;13/01/1947;70;Superior completo;712213.12;RS;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RS/foto/210000000102.jpg;12/2/2015 até 23/2/2015, 24/2/2015 ...;30.67
CELSO UBIRAJARA RUSSOMANNO;PRB;PRB;Eleito por QP;1524361;7.17;506.28;0.00;340.23;0.00;44.56;3064.29;12.42;0.00;193.11;7999.51;65.50;433.21;146.37;0.00;0.00;113.98;3618.80;336.69;16874.95;0.00;0.06;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.23;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.48;Apresentador de Televisão, Repórter e Bacharel em Direito;Em Exercício;PP;CELSO RUSSOMANNO;32.19;MASCULINO;Casado(a);Jornalista e Redator;Branca;20/08/1956;61;Superior completo;1748539.86;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000001257.jpg;1/2/2015 ...;31.07
CLEUZA PEREIRA DO NASCIMENTO;PSB;PSB / PMDB / PC do B / PV / PR / PSD / PPS / PSDB / SD / PPL / DEM / PROS / PP / PEN / PTC;Suplente;24775;0.55;0.00;0.00;7142.70;0.00;0.00;1223.84;0.00;0.00;32.83;6324.37;0.00;533.74;74.43;0.00;0.00;440.69;432.47;0.00;16205.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.07;-;Em Exercício;PSB;CREUZA PEREIRA;264.08;FEMININO;Solteiro(a);Professor de Ensino Médio;Parda;10/07/1936;81;Ensino Médio completo;256743.59;PE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PE/foto/170000000044.jpg;17/5/2016 até 10/10/2016, 11/10/2016 até 25/10/2016, 26/10/2016 até 26/4/2017, 27/4/2017 até 2/8/2017, 3/8/2017 ...;15.23
ERIKA JUCA KOKAY;PT;PT / PRB / PC do B / PP / PSC / PROS;Eleito por QP;92558;6.37;4.17;0.00;0.00;0.00;43.84;2426.56;5273.90;0.00;5635.72;0.00;6.08;721.66;35.82;0.00;0.00;95.45;1144.60;12.65;15400.44;0.00;0.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.00;0.00;0.00;0.00;0.03;0.32;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.03;0.00;0.06;0.00;0.00;0.10;0.00;0.00;0.00;0.84;Bancário;Em Exercício;PT;ÉRIKA KOKAY;42.84;FEMININO;Solteiro(a);Deputado;Branca;15/08/1957;60;Superior completo;137967.62;DF;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/DF/foto/70000000841.jpg;1/2/2015 ...;31.07
ANTONIO DUARTE NOGUEIRA JUNIOR;PSDB;PSDB / DEM / PPS;Eleito por QP;254051;1.19;64.86;0.00;0.00;0.00;212.44;312.62;0.00;0.00;122.34;8724.41;106.49;2562.99;915.22;0.00;0.00;140.29;1800.89;1.60;14964.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Agricultor, Pecuarista e Engenheiro Agrônomo;Vacância;PSDB;DUARTE NOGUEIRA;483.51;MASCULINO;Divorciado(a);Engenheiro;Branca;16/05/1964;53;Superior completo;1659920.93;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000001323.jpg;1/2/2015 até 3/2/2015, 7/7/2015 até 14/7/2015, 19/10/2015 até 21/10/2015, 4/4/2016 até 31/12/2016;9.4
ANTONIO FLORIANO PEREIRA PESARO;PSDB;PSDB / DEM / PPS;Eleito por média;113949;0.54;554.87;0.00;583.59;0.00;0.00;110.90;0.00;0.00;0.00;4243.45;633.04;0.00;7595.01;0.00;0.00;74.46;499.72;272.29;14567.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Sociólogo;Licenciado;PSDB;FLORIANO PESARO;5474.70;MASCULINO;Casado(a);Vereador;Branca;14/04/1968;49;Superior completo;751099.24;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000001320.jpg;1/2/2015 até 3/2/2015, 24/2/2015 até 3/3/2015, 7/7/2015 até 14/7/2015, 19/10/2015 até 21/10/2015, 14/4/2016 até 19/4/2016, 19/10/2016 até 21/10/2016;0.83
FABIO FERNANDES DE SOUSA;PSDB;PSDB / PP / PR / PSD / PTB / PDT / PPS / PROS / PRB;Eleito por média;82204;2.71;161.54;0.00;1918.02;0.00;117.85;2533.50;131.64;0.00;1842.94;0.00;1157.27;5301.96;44.67;0.00;0.00;25.66;950.79;0.00;14185.84;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.13;0.00;0.00;0.13;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.03;0.00;0.00;0.03;0.06;0.00;0.00;0.00;0.00;0.00;0.61;Apresentador de Televisão,Gestor Público,Pastor,Radialista;Em Exercício;PSDB;FÁBIO SOUSA;147.34;MASCULINO;Casado(a);Deputado;Branca;11/09/1982;35;Superior completo;488392.14;GO;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/GO/foto/90000000740.jpg;1/2/2015 ...;31.07
MIRO TEIXEIRA;PROS;PR / PROS;Eleito por QP;58409;0.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13540.17;0.00;0.00;0.00;0.00;0.00;75.71;87.32;0.00;13703.21;0.00;0.39;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.55;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.00;0.00;0.00;1.26;Advogado;Em Exercício;PDT;MIRO TEIXEIRA;289.67;MASCULINO;Casado(a);Deputado;Branca;27/05/1945;72;Superior completo;4709451.29;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001899.jpg;1/2/2015 ...;31.07
JOSE AUGUSTO NALIN;PMDB;PMDB / PP / PSC / PSD / PTB;Suplente;31281;0.41;160.52;0.00;0.00;0.00;0.00;1664.18;0.00;0.00;1950.43;8709.29;0.00;2.67;479.26;0.00;0.00;43.70;199.26;44.25;13253.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.07;0.07;-;Em Exercício;PMDB;ZÉ AUGUSTO NALIN;101.74;MASCULINO;Casado(a);Administrador;Parda;06/05/1956;61;Superior completo;9068871.89;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001424.jpg;8/10/2015 até 19/10/2015, 22/10/2015 até 9/12/2015, 10/12/2015 até 14/4/2016, 13/5/2016 até 1/6/2016, 4/10/2016 até 17/10/2016, 1/1/2017 ...;14.97
FELIPE AUGUSTO LYRA CARRERAS;PSB;PSB / PMDB / PC do B / PV / PR / PSD / PPS / PSDB / SD / PPL / DEM / PROS / PP / PEN / PTC;Eleito por QP;187348;4.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12840.30;0.00;0.00;0.00;0.00;0.00;0.00;315.17;0.00;13155.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.35;-;Licenciado;PSB;FELIPE CARRERAS;17408.70;MASCULINO;Casado(a);Empresário;Parda;16/04/1975;42;Ensino Médio completo;11707580.13;PE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PE/foto/170000000047.jpg;1/2/2015 até 4/2/2015, 30/1/2017 até 3/2/2017;0.23
MARCELO JANDRE DELAROLI;PR;PR / PROS;Suplente;33743;0.44;106.43;0.00;0.00;0.00;0.00;904.05;1796.88;0.00;4873.38;3070.69;78.28;143.51;18.65;0.00;437.50;353.41;104.31;716.09;12603.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Em Exercício;PR;MARCELO DELAROLI;141.62;MASCULINO;Casado(a);Ocupante de Cargo em Comissão;Branca;10/07/1980;37;Superior completo;92954.01;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001892.jpg;28/4/2016 ...;16.0
REINHOLD STEPHANES;PSD;PSDB / DEM / PR / PSC / PT do B / PP / SD / PSD / PPS;Suplente;78064;1.38;14.51;0.00;504.91;0.00;131.18;1367.60;0.00;0.00;9.78;4432.45;353.63;3618.57;0.00;0.00;0.00;310.71;926.82;427.75;12097.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Economista;Em Exercício;PSD;REINHOLD STEPHANES;539.10;MASCULINO;Casado(a);Economista;Branca;13/08/1939;78;Superior completo;775106.13;PR;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PR/foto/160000000192.jpg;15/3/2016 até 16/3/2016, 19/10/2016 ...;10.23
FRANCISCO EVERARDO OLIVEIRA SILVA;PR;PR;Eleito por QP;1016796;4.78;98.11;0.00;772.45;0.00;33.44;478.52;0.00;0.00;0.00;9518.56;0.00;73.02;0.00;0.00;0.00;77.03;886.04;9.56;11946.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;Ator;Em Exercício;PR;TIRIRICA;71.52;MASCULINO;Casado(a);Deputado;Branca;01/05/1965;52;Lê e escreve;531913.67;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000000751.jpg;1/2/2015 ...;31.07
FABIO ABREU COSTA;PTB;PT / PP / PTB / PHS / PR / PROS / PRP / SD;Eleito por média;80839;4.66;213.33;0.00;3333.33;0.00;0.00;1005.06;6666.67;0.00;0.00;635.82;0.00;0.00;0.00;0.00;0.00;0.00;72.47;0.00;11926.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.33;0.00;0.00;0.00;0.00;0.00;2.00;Policial Militar;Licenciado;PTB;CAPITÃO FABIO ABREU;993.33;MASCULINO;Casado(a);Policial Militar;Preta;31/12/1972;45;Superior completo;806000.0;PI;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PI/foto/180000000241.jpg;1/2/2015 até 10/3/2015, 6/7/2015 até 7/7/2015, 15/4/2016 até 19/4/2016, 18/10/2016 até 21/10/2016;1.5
LUZIA MARIA FERREIRA;PPS;PPS / PV / PDT;Suplente;54393;0.54;65.27;0.00;3076.92;0.00;0.00;472.45;1282.05;0.00;2564.10;2772.81;103.33;221.28;0.00;0.00;0.00;304.47;179.95;25.64;11068.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Em Exercício;PPS;LUZIA FERREIRA;595.64;FEMININO;Divorciado(a);Deputado;Branca;09/08/1951;66;Superior completo;1271193.17;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000346.jpg;26/4/2017 ...;3.9
GIOVANI BATISTA FELTES;PMDB;PMDB;Eleito por QP;151406;2.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10219.97;0.00;0.00;0.00;296.68;0.00;10516.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Licenciado;PMDB;GIOVANI FELTES;3787.50;MASCULINO;Solteiro(a);Empresário;Branca;10/04/1957;60;Ensino Médio completo;2806862.28;RS;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RS/foto/210000000165.jpg;1/2/2015 até 12/2/2015, 23/2/2015 até 24/2/2015;0.4
ARNALDO CALIL PEREIRA JARDIM;PPS;PSDB / DEM / PPS;Eleito por QP;155278;0.73;162.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1617.47;1963.50;0.00;5149.58;0.00;0.00;926.47;528.62;0.00;10348.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Engeheiro Civil e Professor;Licenciado;PPS;ARNALDO JARDIM;3908.33;MASCULINO;Divorciado(a);Deputado;Branca;08/05/1955;62;Superior completo;1995345.51;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000001357.jpg;1/2/2015 até 3/2/2015, 7/7/2015 até 14/7/2015, 19/10/2015 até 21/10/2015, 14/4/2016 até 19/4/2016, 19/10/2016 até 21/10/2016;0.6
NELSON NAHIM MATHEUS DE OLIVEIRA;PSD;PMDB / PP / PSC / PSD / PTB;Suplente;25872;0.34;0.00;0.00;0.00;0.00;0.00;1169.98;0.00;0.00;0.00;1405.58;0.00;0.00;7125.02;0.00;0.00;0.00;19.70;452.00;10172.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Suplência;PSD;NELSON NAHIM;11134.00;MASCULINO;Casado(a);Advogado;Branca;29/08/1957;60;Superior completo;1210488.24;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001484.jpg;15/12/2015 até 16/12/2015, 4/1/2017 até 18/1/2017;0.5
JORGE CATARINO LEONARDELI BOEIRA;PP;PP / PPS / PRTB / PHS / PSDB / PEN / SD / PTC / PSB;Eleito por QP;123770;3.67;0.00;0.00;0.00;0.00;6.73;28.63;0.00;0.00;294.57;8136.28;44.97;23.06;86.58;0.00;0.00;223.23;313.76;0.00;9157.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Engenheiro Mecânico.;Em Exercício;PP;JORGE BOEIRA;41.03;MASCULINO;Casado(a);Deputado;Branca;05/11/1955;62;Superior completo;5937214.98;SC;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SC/foto/240000000479.jpg;1/2/2015 até 3/7/2015, 4/11/2015 ...;26.93
ODAIR JOSE DA CUNHA;PT;PT / PMDB / PC do B / PROS / PRB;Eleito por QP;201782;1.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6343.83;0.00;0.00;0.00;0.00;0.00;0.00;1905.26;0.00;8249.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;ADVOGADO;Em Exercício;PT;ODAIR CUNHA;5682.61;MASCULINO;Casado(a);Deputado;Branca;18/06/1976;41;Superior completo;642000.0;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000889.jpg;1/2/2015 até 3/2/2015, 6/7/2015 até 8/7/2015, 1/2/2016 até 3/2/2016, 15/4/2016 até 16/4/2016;0.23
MARCIO DELLA VALLE BIOLCHI;PMDB;PMDB;Eleito por QP;119190;2.01;0.00;0.00;3031.34;0.00;0.00;0.00;0.00;0.00;0.00;4188.07;0.00;0.00;0.00;0.00;0.00;158.70;187.22;0.00;7565.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Licenciado;PMDB;MÁRCIO BIOLCHI;830.60;MASCULINO;Casado(a);Estudante, Bolsista, Estagiário e Assemelhados;Branca;23/05/1979;38;Superior incompleto;1661263.19;RS;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RS/foto/210000000115.jpg;1/2/2015 até 12/2/2015, 23/2/2015 até 24/2/2015, 30/12/2015 até 12/1/2016, 25/1/2016 até 1/2/2016, 21/9/2016 até 30/9/2016, 16/1/2017 até 30/1/2017;1.83
FRANCISCO VAIDON OLIVEIRA;PSDC;DEM / PPS / PSDC / PTN;Suplente;9445;0.22;1.08;0.00;1319.61;0.00;0.00;372.15;2629.55;0.00;1068.55;1236.04;0.00;590.38;54.85;0.00;0.00;1.51;15.32;0.00;7289.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Em Exercício;DEM;VAIDON OLIVEIRA;87.61;MASCULINO;Casado(a);Comerciante;Branca;02/04/1975;42;Ensino Médio completo;80000.0;CE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/CE/foto/60000000256.jpg;1/2/2015 ...;31.07
REJANE RIBEIRO SOUSA DIAS;PT;PT / PP / PTB / PHS / PR / PROS / PRP / SD;Eleito por QP;134157;7.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5434.04;0.00;658.50;0.00;0.00;0.00;17.97;495.79;0.00;6606.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.50;0.00;0.00;0.00;0.00;0.00;1.50;0.00;0.00;0.00;0.00;0.00;0.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.00;0.00;0.00;0.00;1.00;4.50;Administradora de Empresas,Bacharela em Direito;Licenciado;PT;REJANE DIAS;655.50;FEMININO;Casado(a);Deputado;Parda;04/09/1972;45;Superior completo;425923.58;PI;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PI/foto/180000000221.jpg;1/2/2015 até 23/3/2015, 6/7/2015 até 7/7/2015, 13/4/2016 até 19/4/2016, 18/10/2016 até 21/10/2016;2.0
MORONI BING TORGAN;DEM;DEM / PPS / PSDC / PTN;Eleito por QP;277774;6.36;11.65;0.00;0.00;0.00;205.76;22.99;0.00;0.00;2789.70;1598.03;0.00;85.41;0.00;0.00;0.00;311.13;645.23;0.00;5669.89;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.09;Delegado de Polícia Federal;Em Exercício;PFL;MORONI;108.37;MASCULINO;Casado(a);Servidor Público Civil Aposentado;Branca;10/06/1956;61;Superior completo;692510.0;CE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/CE/foto/60000000246.jpg;1/2/2015 até 31/12/2016;23.3
