Nome Civil;Partido;Coligação;Situação;Votação;% Válidos;Alimentação do parlamentar;Aluguel de aeronaves;Aluguel de carros;Aluguel de embarcações;Assinatura de publicações;Combustíveis e lubrificantes;Consultorias, pesquisas e trabalhos técnicos;Cursos, palestras ou eventos;Divulgação de atividade parlamentar;Emissão de bilhete aéreo;Hospedagem fora do DF;Manutenção de escritório;Passagens aéreas;Passagens terrestres ou marítimas;Segurança particular;Serviços postais;Telefonia;Táxi, pedágio e estacionamento;Total CEAP;;ADMINISTRAÇÃO PÚBLICA;AGRICULTURA;ARTE E CULTURA;CIÊNCIA E TECNOLOGIA;COMUNICAÇÕES;COMÉRCIO EXTERIOR;DEFESA E SEGURANÇA NACIONAL;DESENVOLVIMENTO REGIONAL;DESENVOLVIMENTO URBANO E TRÂNSITO;DESPORTO E LAZER;DIREITO CIVIL E PROCESSUAL CIVIL;DIREITO CONSTITUCIONAL;DIREITO DO TRABALHO E PROCESSUAL DO TRABALHO;DIREITO E DEFESA DO CONSUMIDOR;DIREITO E JUSTIÇA;DIREITO PENAL E PROCESSUAL PENAL;DIREITOS HUMANOS;EDUCAÇÃO;FINANÇAS PÚBLICAS E ORÇAMENTO;HOMENAGENS E DATAS COMEMORATIVAS;INDÚSTRIA;INFORMÁTICA;MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL;ORGANIZAÇÃO ADMINISTRATIVA DO ESTADO;ORGANIZAÇÃO POLÍTICA;POLÍTICA ECONÔMICA;POLÍTICA FUNDIÁRIA;PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;PROCESSO LEGISLATIVO;RECURSOS HÍDRICOS;RELAÇÕES INTERNACIONAIS;SAÚDE;SEGURANÇA PÚBLICA;SISTEMA FINANCEIRO;TRABALHO E EMPREGO;TRIBUTAÇÃO;TURISMO;VIAÇÃO E TRANSPORTES;TOTAL PROPOSICAO;Profissao;Situacao na Legislatura Atual;Partido Atual;Nome para Urna;Numero;Sexo;Estado Civil;Ocupacao;Cor/Raça;Data Nasc.;Idade;Instrucao;Bens;UF;foto;Atuacao;Atuacao em meses
FRANCISCO RODRIGUES DE ALENCAR FILHO;PSOL;PSOL;Eleito por QP;195964;2.55;172.73;0.00;138.40;0.00;164.58;1041.57;200.35;0.00;481.01;8996.73;522.92;9099.51;0.00;0.00;0.00;296.34;2402.73;0.00;23516.87;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.06;0.03;0.00;0.00;0.06;0.03;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.45;PROFESSOR DE ENSINO SUPERIOR;Em Exercício;PSOL;CHICO ALENCAR;162.54;MASCULINO;Divorciado(a);Professor de Ensino Superior;Branca;19/10/1949;68;Superior completo;189599.82;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000414.jpg;1/2/2015 ...;31.07
ADILTON DOMINGOS SACHETTI;PSB;PDT / PP / DEM / PSDB / PSB / PPS / PTB / PSC / PSL / PRB;Eleito por QP;112722;7.75;96.11;0.00;9022.53;0.00;124.79;1774.26;360.48;0.00;323.86;4955.34;626.15;3220.49;1461.42;40.88;0.00;87.43;920.21;139.77;23153.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;Arquiteto;Em Exercício;PSB;ADILTON SACHETTI;130.19;MASCULINO;Casado(a);Produtor Agropecuário;Branca;05/02/1956;61;Superior completo;5687705.96;MT;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MT/foto/110000000541.jpg;1/2/2015 ...;31.07
FRANCISCO ARIOSTO HOLANDA;PROS;PRB / PP / PDT / PT / PTB / PSL / PHS / PSD / PC do B / SD / PROS;Suplente;60669;1.39;133.95;0.00;3488.69;0.00;133.09;2770.48;4451.10;0.00;2783.10;4501.46;0.00;2978.02;72.93;0.00;0.00;736.48;890.86;144.64;23084.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Professor Universitário e Engenheiro Civil;Em Exercício;PSB;ARIOSTO HOLANDA;599.53;MASCULINO;Casado(a);Deputado;Branca;11/10/1938;79;Superior completo;1878022.91;CE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/CE/foto/60000000770.jpg;6/10/2015 até 12/5/2016, 1/1/2017 ...;15.03
JULIAO AMIN CASTRO;PDT;PDT / PTC / PROS;Eleito por média;64896;2.07;181.11;0.00;3878.74;0.00;0.00;1167.09;2040.82;0.00;9576.86;3903.09;0.00;1430.88;467.31;0.00;0.00;33.98;321.42;14.80;23016.1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Advogado;Em Exercício;PDT;JULIAO AMIN;123.57;MASCULINO;Casado(a);Advogado;Branca;01/10/1946;71;Superior completo;493270.8;MA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000253.jpg;1/2/2015 até 26/2/2015, 25/11/2016 ...;9.8
JEAN WYLLYS DE MATOS SANTOS;PSOL;PSOL;Eleito por QP;144770;1.89;5.57;0.00;0.00;0.00;0.00;396.33;8690.05;0.00;211.62;7443.50;227.08;4073.48;17.20;0.00;0.00;231.35;1565.90;2.54;22864.63;0.00;0.00;0.00;0.03;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.03;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.19;Comunicador, Escritor, Jornalista, Professor Universitário;Em Exercício;PSOL;JEAN WYLLYS;161.09;MASCULINO;Solteiro(a);Jornalista e Redator;Preta;10/03/1974;43;Superior completo;1192835.64;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000000415.jpg;1/2/2015 ...;31.07
GILBERTO NASCIMENTO SILVA;PSC;PSC;Eleito por QP;120044;0.56;139.48;0.00;1096.77;0.00;20.29;1846.42;5210.65;0.00;4023.17;6121.99;0.00;3420.62;0.00;0.00;0.00;70.73;555.36;0.00;22505.49;0.00;0.06;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.03;0.00;0.03;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.00;0.00;0.32;Advogado e Delegado de Polícia;Em Exercício;PSC;GILBERTO NASCIMENTO;65.01;MASCULINO;Casado(a);Advogado;Branca;09/07/1956;61;Superior completo;1267903.52;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000000496.jpg;1/2/2015 ...;31.07
SERGIO ZVEITER;PSD;PMDB / PP / PSC / PSD / PTB;Eleito por QP;57587;0.75;0.00;0.00;1849.72;0.00;0.00;379.30;2069.69;0.00;3751.31;12158.85;612.42;1054.27;0.00;0.00;0.00;81.73;446.55;0.00;22403.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.05;0.00;0.00;0.15;Advogado;Em Exercício;PSD;SERGIO ZVEITER;281.67;MASCULINO;Casado(a);Advogado;Branca;18/05/1956;61;Superior completo;14957047.28;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001486.jpg;1/2/2015 até 9/2/2015, 13/2/2015 até 15/10/2015, 14/4/2016 até 19/4/2016, 12/7/2016 até 19/7/2016, 12/9/2016 até 4/10/2016, 25/10/2016 ...;19.53
RONALDO FONSECA DE SOUZA;PROS;PT / PRB / PC do B / PP / PSC / PROS;Eleito por QP;84583;5.82;0.00;0.00;5310.78;0.00;12.77;1671.55;268.68;0.00;11448.15;0.00;0.00;2176.13;0.00;0.00;0.00;4.19;1459.42;0.00;22351.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.03;0.03;0.00;0.00;0.03;0.00;0.03;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.00;0.00;0.00;0.35;Advogado;Em Exercício;PROS;RONALDO FONSECA;292.57;MASCULINO;Casado(a);Deputado;Branca;04/04/1959;58;Superior completo;821091.33;DF;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/DF/foto/70000000834.jpg;1/2/2015 ...;31.07
PEDRO OLIVEIRA CUNHA LIMA;PSDB;PSDB / PEN / PR / PTB / PSD / SD / PMN / PPS / PT do B / PTN / PRB / PSDC / PSC / PP;Eleito por QP;179886;9.29;0.00;0.00;3085.46;0.00;0.00;1869.76;456.16;0.00;11073.81;4633.88;0.00;59.49;386.91;0.00;0.00;282.63;406.94;0.00;22255.04;0.00;0.04;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.04;0.00;0.04;0.33;Advogado(a);Em Exercício;PSDB;PEDRO CUNHA LIMA;166.85;MASCULINO;Solteiro(a);Advogado;Branca;15/08/1988;29;Superior completo;125673.96;PB;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PB/foto/150000000507.jpg;1/2/2015 até 1/12/2015, 31/3/2016 ...;27.03
ADELSON BARRETO DOS SANTOS;PTB;PP / PTB / PSL / PSC / PR / PPS / DEM / PHS / PTC / PV / PSDB / PEN / PT do B / SD;Eleito por QP;131236;12.47;0.00;0.00;8464.76;0.00;0.00;1246.08;1618.93;0.00;1947.22;7251.74;0.00;862.38;0.00;0.00;0.00;131.18;461.59;0.00;21983.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.19;Jornalista,Radialista;Em Exercício;PR;ADELSON BARRETO;45.51;MASCULINO;Solteiro(a);Jornalista e Redator;Preta;22/09/1964;53;Superior completo;495000.0;SE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SE/foto/260000000090.jpg;1/2/2015 ...;31.07
FLAVIO AUGUSTO DA SILVA;PSB;PSB;Eleito por média;90437;0.43;404.83;0.00;3828.45;0.00;126.13;1231.85;69.00;0.00;725.75;7309.56;1187.34;5835.27;0.00;0.00;0.00;195.84;547.99;388.03;21850.04;0.00;0.00;0.00;0.03;0.00;0.06;0.00;0.00;0.00;0.06;0.00;0.13;0.00;0.00;0.00;0.00;0.10;0.23;0.10;0.00;0.00;0.03;0.00;0.03;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.03;0.00;0.93;Apresentador de Televisão,Cantor,Compositor,Empresário,Escritor,Locutor;Em Exercício;PSB;FLAVINHO;129.71;MASCULINO;Casado(a);Empresário;Branca;13/11/1971;46;Ensino Fundamental completo;159971.49;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000001450.jpg;1/2/2015 ...;31.07
IZAQUE JOSE DA SILVA;PSDB;PSDB / DEM / PPS;Suplente;33724;0.16;0.00;0.00;2105.26;0.00;0.00;1481.11;0.00;0.00;9933.68;4653.82;0.00;2853.55;0.00;0.00;0.00;466.66;255.25;90.93;21840.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Em Exercício;PSDB;IZAQUE SILVA;599.47;MASCULINO;Casado(a);Vereador;Branca;26/07/1961;56;Superior completo;340000.0;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000001347.jpg;5/1/2017 ...;7.6
CELSO PANSERA;PMDB;PMDB / PP / PSC / PSD / PTB;Eleito por QP;58534;0.76;516.99;0.00;0.00;0.00;25.70;1827.38;3455.61;0.00;4767.86;7029.81;49.83;3142.26;103.99;0.00;0.00;191.04;657.24;8.36;21776.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;-;Em Exercício;PMDB;CELSO PANSERA;62.42;MASCULINO;Divorciado(a);Professor de Ensino Superior;Branca;10/10/1963;54;Superior completo;575083.11;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001436.jpg;1/2/2015 até 5/10/2015, 14/4/2016 ...;24.67
WALDIR MARANHAO CARDOSO;PP;SD / PP / PC do B / PPS / PSDB / PSB;Eleito por QP;66274;2.12;0.00;0.00;0.00;0.00;0.00;138.40;2619.89;0.00;6243.97;11246.80;0.00;0.00;0.00;0.00;0.00;265.64;1045.66;0.00;21560.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Médico Veterinário;Em Exercício;PP;WALDIR MARANHÃO;35.76;MASCULINO;Casado(a);Deputado;Parda;04/08/1955;62;Superior completo;813641.72;MA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MA/foto/100000000628.jpg;1/2/2015 ...;31.07
MARCELO GUILHERME DE ARO FERREIRA;PHS;PT do B / PRP / PHS / PEN;Eleito por QP;87113;0.86;47.20;0.00;5442.33;0.00;11.55;1125.32;0.00;0.00;96.56;0.00;338.59;7269.31;5509.74;0.00;0.00;166.29;1492.53;5.95;21505.39;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.03;0.00;0.00;0.23;Jornalista;Em Exercício;PHS;MARCELO ARO;100.84;MASCULINO;Casado(a);Vereador;Branca;12/06/1987;30;Superior completo;105282.68;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000001143.jpg;1/2/2015 ...;31.07
AROLDE DE OLIVEIRA;PSD;PMDB / PP / PSC / PSD / PTB;Eleito por QP;55380;0.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;144.94;6068.61;0.00;9088.30;83.48;0.00;0.00;4213.46;1652.90;0.00;21251.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Engenheiro, Economista e Professor;Em Exercício;DEM;AROLDE DE OLIVEIRA;568.97;MASCULINO;Casado(a);Engenheiro;Branca;11/03/1937;80;Superior completo;5933267.7;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001475.jpg;1/2/2015 até 6/2/2015, 27/2/2015 até 9/3/2015, 12/4/2016 até 27/4/2016, 29/11/2016 ...;9.83
DEJORGE PATRICIO DA SILVA;PR;PR / PROS;Suplente;30533;0.4;85.31;0.00;2597.40;0.00;0.00;506.86;4675.32;363.64;5472.73;4405.62;0.00;1938.89;556.21;0.00;0.00;38.47;333.55;0.00;20974.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Em Exercício;PRB;DEJORGE PATRICIO;288.31;MASCULINO;Solteiro(a);Vereador;Parda;18/06/1974;43;Ensino Médio completo;0.0;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001866.jpg;2/1/2017 ...;7.7
VICENTE PAULO DA SILVA;PT;PT / PC do B;Eleito por QP;89001;0.42;87.79;0.00;0.00;0.00;0.00;3030.51;0.00;0.00;890.96;10514.52;274.80;3292.32;31.29;1.50;0.00;571.49;1764.68;476.24;20936.08;0.00;0.06;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.03;0.00;0.06;0.00;0.00;0.00;0.42;Bacharel em Direito e Metalúrgico.;Em Exercício;PT;VICENTINHO;44.74;MASCULINO;Divorciado(a);Outros;Preta;08/04/1956;61;Superior completo;262301.42;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000000665.jpg;1/2/2015 ...;31.07
WILSON SILVA BESERRA;PMDB;PMDB / PP / PSC / PSD / PTB;Suplente;30109;0.39;420.89;0.00;4267.29;0.00;0.00;4628.59;1257.86;0.00;943.40;5514.39;34.44;312.19;619.97;0.00;1437.56;223.66;419.08;549.48;20628.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Em Exercício;PMDB;WILSON SILVA BESERRA;134.77;MASCULINO;Solteiro(a);Empresário;Branca;16/01/1970;47;Superior incompleto;0.0;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001430.jpg;15/12/2015 até 22/12/2015, 28/12/2015 até 15/2/2016, 17/2/2016 até 19/2/2016, 22/2/2016 até 12/4/2016, 2/1/2017 até 2/8/2017, 7/8/2017 ...;11.13
ROGERIO SCHUMANN ROSSO;PSD;PSB / SD / PDT / PSD;Eleito por QP;93653;6.44;417.83;0.00;3346.74;0.00;310.96;2234.39;2636.39;0.00;7601.84;1455.62;17.84;510.33;138.16;0.00;0.00;197.02;1635.77;99.11;20602.0;0.00;0.32;0.00;0.03;0.00;0.00;0.00;0.00;0.06;0.10;0.00;0.06;0.00;0.00;0.03;0.03;0.10;0.06;0.06;0.06;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.06;0.03;0.00;0.10;0.00;0.03;0.03;0.03;0.00;0.03;1.32;Músico, Advogado;Em Exercício;PSD;ROGÉRIO ROSSO;178.79;MASCULINO;Casado(a);Advogado;Branca;30/08/1968;49;Superior completo;580000.0;DF;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/DF/foto/70000000461.jpg;1/2/2015 ...;31.07
JOAO GUALBERTO VASCONCELOS;PSDB;DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC;Eleito por QP;117671;1.77;0.00;1356.61;1701.47;0.00;76.35;4306.46;5053.11;0.00;2428.07;382.85;495.88;3513.30;35.70;5.43;0.00;232.18;890.17;5.81;20483.39;0.00;0.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.23;-;Em Exercício;PSDB;JOÃO GUALBERTO;146.99;MASCULINO;Casado(a);Empresário;Branca;06/07/1958;59;Superior completo;68224677.6;BA;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/BA/foto/50000000642.jpg;1/2/2015 ...;31.07
SILAS BRASILEIRO;PMDB;PT / PMDB / PC do B / PROS / PRB;Suplente;55767;0.55;20.55;0.00;1764.47;0.00;253.18;4472.33;0.00;0.00;3945.24;2047.00;40.87;1882.05;0.00;0.00;684.17;1534.09;3704.61;4.36;20352.91;0.00;0.06;0.12;0.00;0.00;0.00;0.00;0.06;0.06;0.00;0.00;0.06;0.00;0.00;0.06;0.00;0.00;0.06;0.06;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.06;0.00;0.00;0.00;0.75;Empresário e Produtor Rural;Suplência;PMDB;SILAS BRASILEIRO;97.70;MASCULINO;Casado(a);Deputado;Branca;22/10/1943;74;Ensino Fundamental completo;13160528.29;MG;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/MG/foto/130000000902.jpg;26/4/2016 ...;16.07
POLLYANA FATIMA GAMA SANTOS;PPS;PSDB / DEM / PPS;Suplente;35854;0.17;402.70;0.00;2230.45;0.00;60.35;1058.25;1627.91;0.00;2879.29;6119.50;221.10;3638.39;699.64;0.00;0.00;279.17;670.99;279.06;20166.8;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-;Em Exercício;PPS;POLLYANA GAMA;260.35;FEMININO;Casado(a);Vereador;Branca;13/05/1975;42;Superior completo;356607.03;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000001366.jpg;23/11/2016 ...;9.03
CARLOS MAURO CABRAL BENEVIDES;PMDB;PMDB / PSC / PR / PRP / PSDB;Suplente;60201;1.38;0.00;0.00;0.00;0.00;120.67;5998.44;1333.33;0.00;333.33;4926.98;0.00;0.00;539.37;0.00;0.00;636.37;6178.13;0.00;20066.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;ADVOGADO, PROFESSOR, ADMINISTRADOR E-JORNALISTA;Suplência;PMDB;MAURO BENEVIDES;345.56;MASCULINO;Casado(a);Deputado;Branca;21/03/1930;87;Superior completo;300976.35;CE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/CE/foto/60000000572.jpg;3/5/2016 até 15/9/2016;4.5
ALEXANDRE LEITE DA SILVA;DEM;PSDB / DEM / PPS;Eleito por média;109708;0.52;13.84;401.67;148.70;0.00;87.58;1368.93;0.00;0.00;2031.94;13411.31;5.91;839.94;141.05;0.00;0.00;154.19;1050.48;66.58;19722.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.06;0.06;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.03;0.42;Empresário;Em Exercício;DEM;ALEXANDRE LEITE;80.88;MASCULINO;Solteiro(a);Deputado;Branca;18/04/1989;28;Superior incompleto;604866.36;SP;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/SP/foto/250000001389.jpg;1/2/2015 ...;31.07
MARCO ANTONIO NEVES CABRAL;PMDB;PMDB / PP / PSC / PSD / PTB;Eleito por QP;119584;1.56;142.49;0.00;679.61;0.00;0.00;550.36;3236.25;0.00;1078.75;10382.13;0.00;1280.51;1796.31;0.00;0.00;4.17;74.60;0.00;19225.17;0.00;0.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.11;0.11;0.00;0.00;0.00;0.22;0.00;0.11;0.00;0.00;0.00;0.00;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.11;0.00;0.00;1.08;-;Em Exercício;PMDB;MARCO ANTÔNIO CABRAL;170.12;MASCULINO;Solteiro(a);Estudante, Bolsista, Estagiário e Assemelhados;Branca;07/05/1991;26;Superior incompleto;363319.18;RJ;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/RJ/foto/190000001459.jpg;1/2/2015 até 12/2/2015, 24/2/2015 até 2/3/2015, 19/10/2015 até 21/10/2015, 9/12/2015 até 5/1/2016, 16/2/2016 até 19/2/2016, 14/4/2016 até 19/4/2016, 13/7/2016 até 18/7/2016, 17/10/2016 até 21/10/2016, 18/1/2017 ...;9.27
EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA;PP;PSB / PMDB / PC do B / PV / PR / PSD / PPS / PSDB / SD / PPL / DEM / PROS / PP / PEN / PTC;Eleito por QP;283567;6.33;0.00;0.00;3379.47;0.00;0.00;1791.30;0.00;0.00;2048.08;9275.92;0.00;3.99;0.00;0.00;0.00;1212.34;1185.72;0.00;18896.83;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.13;EMPRESÁRIO;Em Exercício;PP;EDUARDO DA FONTE;35.76;MASCULINO;Divorciado(a);Deputado;Branca;17/10/1972;45;Ensino Médio completo;1362950.18;PE;http://inter01.tse.jus.br/divulga-cand-2014/eleicao/2014/UF/PE/foto/170000000046.jpg;1/2/2015 ...;31.07
